bench,bass_time,cvc5_time,ostrich_time,z3_time
benchmark_0294.smt2,120.0,120.0,21.07,0.1
benchmark_0345.smt2,120.0,120.0,12.0,0.1
benchmark_0125.smt2,120.0,120.0,12.55,0.08
benchmark_0133.smt2,120.0,120.0,12.26,0.09
benchmark_0171.smt2,120.0,120.0,12.21,0.1
benchmark_0361.smt2,120.0,120.0,20.73,0.1
benchmark_0115.smt2,120.0,120.0,12.48,0.09
benchmark_0311.smt2,120.0,120.0,12.23,0.1
benchmark_0208.smt2,120.0,120.0,12.38,0.09
benchmark_0205.smt2,120.0,120.0,12.26,0.1
benchmark_0102.smt2,120.0,120.0,21.33,0.09
benchmark_0058.smt2,120.0,120.0,20.68,0.09
benchmark_0360.smt2,120.0,120.0,17.15,0.1
benchmark_0370.smt2,120.0,120.0,12.34,0.1
benchmark_0455.smt2,120.0,120.0,12.15,0.09
benchmark_0051.smt2,120.0,120.0,12.33,0.1
benchmark_0122.smt2,120.0,120.0,12.62,0.1
benchmark_0239.smt2,120.0,120.0,12.41,0.1
benchmark_0297.smt2,120.0,120.0,17.32,0.1
benchmark_0270.smt2,120.0,120.0,18.08,0.1
benchmark_0055.smt2,120.0,120.0,21.33,0.1
benchmark_0374.smt2,120.0,120.0,12.17,0.09
benchmark_0088.smt2,120.0,120.0,12.0,0.1
benchmark_0252.smt2,120.0,120.0,12.32,0.08
benchmark_0365.smt2,120.0,120.0,20.86,0.09
benchmark_0377.smt2,120.0,120.0,12.23,0.1
benchmark_0494.smt2,120.0,120.0,12.17,0.09
benchmark_0145.smt2,120.0,120.0,18.31,0.09
benchmark_0188.smt2,120.0,120.0,12.31,0.08
benchmark_0262.smt2,120.0,120.0,18.53,0.1
benchmark_0160.smt2,120.0,120.0,11.98,0.09
benchmark_0204.smt2,120.0,120.0,11.78,0.09
benchmark_0124.smt2,120.0,120.0,12.05,0.09
benchmark_0022.smt2,120.0,120.0,16.86,0.09
benchmark_0407.smt2,120.0,120.0,11.77,0.11
benchmark_0071.smt2,120.0,120.0,11.77,0.09
benchmark_0079.smt2,120.0,120.0,12.12,0.09
benchmark_0087.smt2,120.0,120.0,11.91,0.09
benchmark_0396.smt2,120.0,120.0,16.44,0.1
benchmark_0260.smt2,120.0,120.0,11.82,0.09
benchmark_0371.smt2,120.0,120.0,11.67,0.1
benchmark_0416.smt2,120.0,120.0,11.92,0.1
benchmark_0220.smt2,120.0,120.0,11.81,0.1
benchmark_0435.smt2,120.0,120.0,11.98,0.08
benchmark_0330.smt2,120.0,120.0,15.43,0.09
benchmark_0404.smt2,120.0,120.0,11.81,0.09
benchmark_0421.smt2,120.0,120.0,11.72,0.09
benchmark_0403.smt2,120.0,120.0,11.86,0.09
benchmark_0448.smt2,120.0,120.0,12.39,0.09
benchmark_0150.smt2,120.0,120.0,15.14,0.1
benchmark_0154.smt2,120.0,120.0,20.77,0.1
benchmark_0290.smt2,120.0,120.0,12.12,0.09
benchmark_0086.smt2,120.0,120.0,12.4,0.09
benchmark_0419.smt2,120.0,120.0,11.8,0.09
benchmark_0005.smt2,120.0,120.0,11.55,0.1
benchmark_0368.smt2,120.0,120.0,17.09,0.1
benchmark_0331.smt2,120.0,120.0,12.07,0.09
benchmark_0332.smt2,120.0,120.0,17.1,0.09
benchmark_0214.smt2,120.0,120.0,12.21,0.09
benchmark_0325.smt2,120.0,120.0,11.89,0.1
benchmark_0011.smt2,120.0,120.0,11.8,0.1
benchmark_0498.smt2,120.0,120.0,11.46,0.07
benchmark_0057.smt2,120.0,120.0,11.8,0.08
benchmark_0014.smt2,120.0,120.0,11.8,0.08
benchmark_0413.smt2,120.0,120.0,20.67,0.09
benchmark_0383.smt2,120.0,120.0,7.46,0.07
benchmark_0327.smt2,120.0,120.0,11.63,0.09
benchmark_0314.smt2,120.0,120.0,12.07,0.09
benchmark_0477.smt2,120.0,120.0,11.8,0.09
benchmark_0196.smt2,120.0,120.0,11.82,0.09
benchmark_0085.smt2,120.0,120.0,15.33,0.1
benchmark_0400.smt2,120.0,120.0,11.77,0.09
benchmark_0344.smt2,120.0,120.0,11.89,0.09
benchmark_0114.smt2,120.0,120.0,11.54,0.09
benchmark_0195.smt2,120.0,120.0,11.64,0.09
benchmark_0500.smt2,120.0,120.0,7.41,0.09
benchmark_0180.smt2,120.0,120.0,11.81,0.1
benchmark_0283.smt2,120.0,120.0,11.62,0.09
benchmark_0468.smt2,120.0,120.0,11.84,0.09
benchmark_0305.smt2,120.0,120.0,11.54,0.1
benchmark_0320.smt2,120.0,120.0,11.81,0.1
benchmark_0474.smt2,120.0,120.0,11.42,0.08
benchmark_0141.smt2,120.0,120.0,16.56,0.1
benchmark_0254.smt2,120.0,120.0,12.12,0.09
benchmark_0272.smt2,120.0,120.0,11.65,0.09
benchmark_0080.smt2,120.0,120.0,11.61,0.09
benchmark_0031.smt2,120.0,120.0,11.94,0.09
benchmark_0168.smt2,120.0,120.0,11.94,0.1
benchmark_0072.smt2,120.0,120.0,11.78,0.09
benchmark_0440.smt2,120.0,120.0,11.7,0.08
benchmark_0163.smt2,120.0,120.0,8.45,0.1
benchmark_0070.smt2,120.0,120.0,11.93,0.09
benchmark_0398.smt2,120.0,120.0,12.08,0.09
benchmark_0213.smt2,120.0,120.0,11.71,0.09
benchmark_0493.smt2,120.0,120.0,12.08,0.1
benchmark_0393.smt2,120.0,120.0,11.69,0.1
benchmark_0013.smt2,120.0,120.0,11.66,0.09
benchmark_0464.smt2,120.0,120.0,12.52,0.09
benchmark_0003.smt2,120.0,120.0,7.5,0.09
benchmark_0275.smt2,120.0,120.0,11.93,0.1
benchmark_0129.smt2,120.0,120.0,12.04,0.09
benchmark_0309.smt2,120.0,120.0,20.47,0.09
benchmark_0436.smt2,120.0,120.0,18.55,0.08
benchmark_0248.smt2,120.0,120.0,8.48,0.09
benchmark_0388.smt2,120.0,120.0,12.74,0.09
benchmark_0201.smt2,120.0,120.0,15.04,0.09
benchmark_0235.smt2,120.0,120.0,12.15,0.09
benchmark_0499.smt2,120.0,120.0,120.0,0.08
benchmark_0451.smt2,120.0,120.0,12.72,0.11
benchmark_0378.smt2,120.0,120.0,9.09,0.09
benchmark_0342.smt2,120.0,120.0,12.09,0.1
benchmark_0182.smt2,120.0,120.0,16.97,0.1
benchmark_0083.smt2,120.0,120.0,11.91,0.1
benchmark_0065.smt2,120.0,120.0,8.19,0.09
benchmark_0061.smt2,120.0,120.0,12.6,0.09
benchmark_0225.smt2,120.0,120.0,18.84,0.09
benchmark_0209.smt2,120.0,120.0,12.25,0.09
benchmark_0340.smt2,120.0,120.0,12.11,0.09
benchmark_0312.smt2,120.0,120.0,12.38,0.09
benchmark_0444.smt2,120.0,120.0,12.27,0.09
benchmark_0376.smt2,120.0,120.0,11.77,0.09
benchmark_0140.smt2,120.0,120.0,12.38,0.08
benchmark_0041.smt2,120.0,120.0,20.69,0.09
benchmark_0242.smt2,120.0,120.0,16.15,0.08
benchmark_0221.smt2,120.0,120.0,11.9,0.1
benchmark_0379.smt2,120.0,120.0,12.93,0.1
benchmark_0356.smt2,120.0,120.0,12.55,0.09
benchmark_0434.smt2,120.0,120.0,7.94,0.08
benchmark_0411.smt2,120.0,120.0,12.48,0.09
benchmark_0110.smt2,120.0,120.0,12.74,0.09
benchmark_0277.smt2,120.0,120.0,12.49,0.09
benchmark_0301.smt2,120.0,120.0,11.87,0.1
benchmark_0291.smt2,120.0,120.0,12.5,0.08
benchmark_0446.smt2,120.0,120.0,12.22,0.1
benchmark_0281.smt2,120.0,120.0,12.26,0.09
benchmark_0425.smt2,120.0,120.0,12.16,0.08
benchmark_0443.smt2,120.0,120.0,12.37,0.1
benchmark_0481.smt2,120.0,120.0,12.7,0.08
benchmark_0269.smt2,120.0,120.0,13.0,0.09
benchmark_0132.smt2,120.0,120.0,12.87,0.1
benchmark_0478.smt2,120.0,120.0,21.74,0.09
benchmark_0173.smt2,120.0,120.0,12.92,0.1
benchmark_0023.smt2,120.0,120.0,13.27,0.09
benchmark_0147.smt2,120.0,120.0,8.41,0.09
benchmark_0237.smt2,120.0,120.0,12.64,0.08
benchmark_0414.smt2,120.0,120.0,13.56,0.09
benchmark_0405.smt2,120.0,120.0,12.44,0.09
benchmark_0279.smt2,120.0,120.0,12.92,0.09
benchmark_0338.smt2,120.0,120.0,13.17,0.09
benchmark_0231.smt2,120.0,120.0,12.19,0.09
benchmark_0418.smt2,120.0,120.0,12.5,0.08
benchmark_0127.smt2,120.0,120.0,120.0,0.08
benchmark_0144.smt2,120.0,120.0,21.59,0.08
benchmark_0324.smt2,120.0,120.0,12.76,0.08
benchmark_0078.smt2,120.0,120.0,12.81,0.08
benchmark_0357.smt2,120.0,120.0,12.11,0.08
benchmark_0045.smt2,120.0,120.0,12.63,0.08
benchmark_0105.smt2,120.0,120.0,9.32,0.09
benchmark_0234.smt2,120.0,120.0,12.65,0.1
benchmark_0329.smt2,120.0,120.0,18.47,0.08
benchmark_0100.smt2,120.0,120.0,12.14,0.09
benchmark_0007.smt2,120.0,120.0,12.8,0.09
benchmark_0348.smt2,120.0,120.0,12.98,0.09
benchmark_0427.smt2,120.0,120.0,12.24,0.08
benchmark_0202.smt2,120.0,120.0,12.72,0.09
benchmark_0148.smt2,120.0,120.0,11.96,0.1
benchmark_0394.smt2,120.0,120.0,17.04,0.08
benchmark_0303.smt2,120.0,120.0,17.74,0.09
benchmark_0458.smt2,120.0,120.0,12.08,0.07
benchmark_0276.smt2,120.0,120.0,12.33,0.1
benchmark_0308.smt2,120.0,120.0,12.16,0.1
benchmark_0295.smt2,120.0,120.0,16.97,0.11
benchmark_0352.smt2,120.0,120.0,12.73,0.1
benchmark_0119.smt2,120.0,120.0,12.49,0.09
benchmark_0211.smt2,120.0,120.0,11.69,0.09
benchmark_0438.smt2,120.0,120.0,11.4,0.07
benchmark_0026.smt2,120.0,120.0,12.52,0.08
benchmark_0210.smt2,120.0,120.0,12.27,0.08
benchmark_0266.smt2,120.0,120.0,12.35,0.1
benchmark_0339.smt2,120.0,120.0,12.31,0.09
benchmark_0077.smt2,120.0,120.0,11.92,0.08
benchmark_0476.smt2,120.0,120.0,12.03,0.09
benchmark_0130.smt2,120.0,120.0,11.51,0.1
benchmark_0433.smt2,120.0,120.0,12.23,0.08
benchmark_0241.smt2,120.0,120.0,13.3,0.09
benchmark_0395.smt2,120.0,120.0,12.28,0.09
benchmark_0410.smt2,120.0,120.0,12.97,0.09
benchmark_0420.smt2,120.0,120.0,120.0,0.09
benchmark_0223.smt2,120.0,120.0,12.52,0.09
benchmark_0107.smt2,120.0,120.0,12.27,0.08
benchmark_0484.smt2,120.0,120.0,8.84,0.1
benchmark_0409.smt2,120.0,120.0,120.0,0.08
benchmark_0278.smt2,120.0,120.0,16.12,0.11
benchmark_0067.smt2,120.0,120.0,12.27,0.09
benchmark_0097.smt2,120.0,120.0,12.39,0.09
benchmark_0461.smt2,120.0,120.0,8.21,0.1
benchmark_0244.smt2,120.0,120.0,12.48,0.09
benchmark_0212.smt2,120.0,120.0,20.47,0.14
benchmark_0259.smt2,120.0,120.0,12.69,0.09
benchmark_0116.smt2,120.0,120.0,16.65,0.09
benchmark_0165.smt2,120.0,120.0,12.04,0.09
benchmark_0047.smt2,120.0,120.0,17.68,0.09
benchmark_0181.smt2,120.0,120.0,11.72,0.08
benchmark_0480.smt2,120.0,120.0,12.53,0.1
benchmark_0268.smt2,120.0,120.0,11.98,0.12
benchmark_0265.smt2,120.0,120.0,12.23,0.16
benchmark_0199.smt2,120.0,120.0,12.39,0.1
benchmark_0487.smt2,120.0,120.0,11.7,0.08
benchmark_0200.smt2,120.0,120.0,11.3,0.07
benchmark_0430.smt2,120.0,120.0,12.51,0.09
benchmark_0354.smt2,120.0,120.0,18.23,0.09
benchmark_0449.smt2,120.0,120.0,12.31,0.08
benchmark_0149.smt2,120.0,120.0,12.73,0.09
benchmark_0397.smt2,120.0,120.0,12.01,0.09
benchmark_0017.smt2,120.0,120.0,11.99,0.09
benchmark_0485.smt2,120.0,120.0,12.21,0.1
benchmark_0048.smt2,120.0,120.0,12.53,0.1
benchmark_0104.smt2,120.0,120.0,12.21,0.07
benchmark_0002.smt2,120.0,120.0,15.54,0.09
benchmark_0194.smt2,120.0,120.0,15.42,0.09
benchmark_0495.smt2,120.0,120.0,120.0,0.08
benchmark_0126.smt2,120.0,120.0,12.85,0.09
benchmark_0288.smt2,120.0,120.0,12.44,0.12
benchmark_0240.smt2,120.0,120.0,12.1,0.1
benchmark_0424.smt2,120.0,120.0,12.94,0.08
benchmark_0032.smt2,120.0,120.0,12.12,0.09
benchmark_0313.smt2,120.0,120.0,12.17,0.12
benchmark_0151.smt2,120.0,120.0,17.97,0.08
benchmark_0197.smt2,120.0,120.0,11.81,0.1
benchmark_0292.smt2,120.0,120.0,12.94,0.12
benchmark_0109.smt2,120.0,120.0,12.34,0.09
benchmark_0169.smt2,120.0,120.0,120.0,0.1
benchmark_0018.smt2,120.0,120.0,12.01,0.09
benchmark_0389.smt2,120.0,120.0,16.95,0.09
benchmark_0300.smt2,120.0,120.0,20.55,0.1
benchmark_0326.smt2,120.0,120.0,12.33,0.09
benchmark_0232.smt2,120.0,120.0,12.16,0.09
benchmark_0082.smt2,120.0,120.0,12.9,0.09
benchmark_0217.smt2,120.0,120.0,11.84,0.1
benchmark_0267.smt2,120.0,120.0,12.51,0.09
benchmark_0233.smt2,120.0,120.0,12.41,0.1
benchmark_0369.smt2,120.0,120.0,12.36,0.1
benchmark_0271.smt2,120.0,120.0,12.25,0.09
benchmark_0137.smt2,120.0,120.0,12.32,0.09
benchmark_0001.smt2,120.0,120.0,12.14,0.09
benchmark_0335.smt2,120.0,120.0,11.58,0.09
benchmark_0158.smt2,120.0,120.0,16.94,0.13
benchmark_0336.smt2,120.0,120.0,8.15,0.09
benchmark_0387.smt2,120.0,120.0,12.96,0.11
benchmark_0310.smt2,120.0,120.0,12.11,0.1
benchmark_0355.smt2,120.0,120.0,16.17,0.09
benchmark_0462.smt2,120.0,120.0,6.57,0.08
benchmark_0069.smt2,120.0,120.0,12.18,0.08
benchmark_0459.smt2,120.0,120.0,11.57,0.08
benchmark_0183.smt2,120.0,120.0,11.56,0.08
benchmark_0472.smt2,120.0,120.0,11.75,0.08
benchmark_0062.smt2,120.0,120.0,11.52,0.08
benchmark_0261.smt2,120.0,120.0,11.52,0.07
benchmark_0187.smt2,120.0,120.0,12.07,0.08
benchmark_0426.smt2,120.0,120.0,11.59,0.08
benchmark_0092.smt2,120.0,120.0,12.28,0.08
benchmark_0337.smt2,120.0,120.0,11.32,0.08
benchmark_0253.smt2,120.0,120.0,11.61,0.08
benchmark_0034.smt2,120.0,120.0,11.67,0.08
benchmark_0136.smt2,120.0,120.0,6.65,0.08
benchmark_0098.smt2,120.0,120.0,11.48,0.08
benchmark_0020.smt2,120.0,120.0,11.78,0.08
benchmark_0471.smt2,120.0,120.0,6.63,0.08
benchmark_0216.smt2,120.0,120.0,11.46,0.08
benchmark_0099.smt2,120.0,120.0,7.6,0.07
benchmark_0043.smt2,120.0,120.0,11.97,0.08
benchmark_0429.smt2,120.0,120.0,16.64,0.08
benchmark_0469.smt2,120.0,120.0,6.88,0.08
benchmark_0191.smt2,120.0,120.0,11.68,0.08
benchmark_0382.smt2,120.0,120.0,16.7,0.08
benchmark_0075.smt2,120.0,120.0,11.86,0.08
benchmark_0284.smt2,120.0,120.0,11.56,0.08
benchmark_0059.smt2,120.0,120.0,11.37,0.08
benchmark_0289.smt2,120.0,120.0,11.6,0.08
benchmark_0035.smt2,120.0,120.0,11.33,0.07
benchmark_0286.smt2,120.0,120.0,11.83,0.08
benchmark_0108.smt2,120.0,120.0,6.47,0.08
benchmark_0470.smt2,120.0,120.0,11.91,0.08
benchmark_0118.smt2,120.0,120.0,11.61,0.08
benchmark_0016.smt2,120.0,120.0,6.89,0.08
benchmark_0375.smt2,120.0,120.0,11.65,0.07
benchmark_0113.smt2,120.0,120.0,11.43,0.08
benchmark_0152.smt2,120.0,120.0,11.5,0.08
benchmark_0385.smt2,120.0,120.0,11.66,0.08
benchmark_0186.smt2,120.0,120.0,11.89,0.08
benchmark_0380.smt2,120.0,120.0,11.92,0.08
benchmark_0190.smt2,120.0,120.0,12.03,0.08
benchmark_0084.smt2,120.0,120.0,12.07,0.08
benchmark_0008.smt2,120.0,120.0,11.61,0.08
benchmark_0053.smt2,120.0,120.0,11.44,0.08
benchmark_0367.smt2,120.0,120.0,16.37,0.08
benchmark_0441.smt2,120.0,120.0,11.71,0.08
benchmark_0466.smt2,120.0,120.0,11.72,0.08
benchmark_0038.smt2,120.0,120.0,11.58,0.08
benchmark_0490.smt2,120.0,120.0,11.53,0.08
benchmark_0112.smt2,120.0,120.0,11.54,0.08
benchmark_0015.smt2,120.0,120.0,16.28,0.07
benchmark_0162.smt2,120.0,120.0,11.8,0.08
benchmark_0073.smt2,120.0,120.0,11.55,0.08
benchmark_0293.smt2,120.0,120.0,17.18,0.08
benchmark_0428.smt2,120.0,120.0,6.86,0.08
benchmark_0170.smt2,120.0,120.0,7.1,0.08
benchmark_0456.smt2,120.0,120.0,11.38,0.08
benchmark_0159.smt2,120.0,120.0,11.81,0.08
benchmark_0316.smt2,120.0,120.0,7.18,0.07
benchmark_0273.smt2,120.0,120.0,11.63,0.07
benchmark_0096.smt2,120.0,120.0,11.6,0.07
benchmark_0064.smt2,120.0,120.0,11.69,0.08
benchmark_0157.smt2,120.0,120.0,11.71,0.08
benchmark_0453.smt2,120.0,120.0,12.07,0.09
benchmark_0146.smt2,120.0,120.0,11.58,0.08
benchmark_0028.smt2,120.0,120.0,7.72,0.09
benchmark_0166.smt2,120.0,120.0,16.19,0.09
benchmark_0219.smt2,120.0,120.0,11.64,0.08
benchmark_0056.smt2,120.0,120.0,18.07,0.08
benchmark_0243.smt2,120.0,120.0,11.34,0.08
benchmark_0060.smt2,120.0,120.0,15.67,0.07
benchmark_0390.smt2,120.0,120.0,11.67,0.08
benchmark_0222.smt2,120.0,120.0,16.84,0.08
benchmark_0131.smt2,120.0,120.0,11.47,0.07
benchmark_0029.smt2,120.0,120.0,11.66,0.07
benchmark_0009.smt2,120.0,120.0,15.12,0.08
benchmark_0076.smt2,120.0,120.0,17.16,0.08
benchmark_0323.smt2,120.0,120.0,7.16,0.08
benchmark_0019.smt2,120.0,120.0,6.66,0.08
benchmark_0321.smt2,120.0,120.0,17.31,0.09
benchmark_0333.smt2,120.0,120.0,11.49,0.08
benchmark_0412.smt2,120.0,120.0,11.73,0.08
benchmark_0121.smt2,120.0,120.0,11.61,0.07
benchmark_0346.smt2,120.0,120.0,11.59,0.07
benchmark_0384.smt2,120.0,120.0,8.04,0.08
benchmark_0318.smt2,120.0,120.0,7.31,0.08
benchmark_0185.smt2,120.0,120.0,6.69,0.07
benchmark_0285.smt2,120.0,120.0,11.49,0.07
benchmark_0302.smt2,120.0,120.0,11.98,0.08
benchmark_0460.smt2,120.0,120.0,11.74,0.08
benchmark_0139.smt2,120.0,120.0,11.51,0.08
benchmark_0117.smt2,120.0,120.0,11.66,0.07
benchmark_0362.smt2,120.0,120.0,11.91,0.08
benchmark_0442.smt2,120.0,120.0,11.59,0.08
benchmark_0218.smt2,120.0,120.0,12.4,0.07
benchmark_0215.smt2,120.0,120.0,11.61,0.07
benchmark_0496.smt2,120.0,120.0,18.21,0.08
benchmark_0063.smt2,120.0,120.0,11.79,0.08
benchmark_0439.smt2,120.0,120.0,11.83,0.08
benchmark_0228.smt2,120.0,120.0,11.92,0.08
benchmark_0351.smt2,120.0,120.0,11.52,0.08
benchmark_0251.smt2,120.0,120.0,11.59,0.08
benchmark_0479.smt2,120.0,120.0,11.78,0.08
benchmark_0177.smt2,120.0,120.0,12.17,0.09
benchmark_0437.smt2,120.0,120.0,11.96,0.08
benchmark_0245.smt2,120.0,120.0,7.24,0.08
benchmark_0475.smt2,120.0,120.0,17.94,0.08
benchmark_0408.smt2,120.0,120.0,11.94,0.08
benchmark_0492.smt2,120.0,120.0,17.13,0.07
benchmark_0052.smt2,120.0,120.0,15.85,0.08
benchmark_0081.smt2,120.0,120.0,11.67,0.08
benchmark_0255.smt2,120.0,120.0,11.96,0.08
benchmark_0432.smt2,120.0,120.0,11.74,0.08
benchmark_0366.smt2,120.0,120.0,11.67,0.08
benchmark_0315.smt2,120.0,120.0,11.84,0.07
benchmark_0236.smt2,120.0,120.0,11.72,0.08
benchmark_0452.smt2,120.0,120.0,11.62,0.08
benchmark_0402.smt2,120.0,120.0,11.87,0.08
benchmark_0287.smt2,120.0,120.0,11.75,0.08
benchmark_0373.smt2,120.0,120.0,11.76,0.08
benchmark_0263.smt2,120.0,120.0,11.62,0.08
benchmark_0353.smt2,120.0,120.0,11.56,0.08
benchmark_0111.smt2,120.0,120.0,20.86,0.08
benchmark_0256.smt2,120.0,120.0,11.45,0.06
benchmark_0489.smt2,120.0,120.0,11.92,0.08
benchmark_0280.smt2,120.0,120.0,11.69,0.08
benchmark_0226.smt2,120.0,120.0,11.55,0.07
benchmark_0483.smt2,120.0,120.0,15.01,0.07
benchmark_0258.smt2,120.0,120.0,11.67,0.08
benchmark_0037.smt2,120.0,120.0,11.38,0.08
benchmark_0178.smt2,120.0,120.0,12.01,0.08
benchmark_0473.smt2,120.0,120.0,11.66,0.07
benchmark_0090.smt2,120.0,120.0,11.66,0.08
benchmark_0264.smt2,120.0,120.0,11.79,0.08
benchmark_0054.smt2,120.0,120.0,12.19,0.08
benchmark_0135.smt2,120.0,120.0,6.89,0.08
benchmark_0238.smt2,120.0,120.0,15.13,0.08
benchmark_0381.smt2,120.0,120.0,12.41,0.08
benchmark_0224.smt2,120.0,120.0,11.83,0.08
benchmark_0094.smt2,120.0,120.0,11.89,0.08
benchmark_0143.smt2,120.0,120.0,11.71,0.08
benchmark_0207.smt2,120.0,120.0,15.78,0.08
benchmark_0465.smt2,120.0,120.0,16.43,0.08
benchmark_0298.smt2,106.63,120.0,12.19,0.09
benchmark_0249.smt2,120.0,120.0,4.7,0.06
benchmark_0450.smt2,120.0,120.0,4.79,0.07
benchmark_0040.smt2,120.0,120.0,4.62,0.06
benchmark_0203.smt2,120.0,120.0,4.88,0.06
benchmark_0363.smt2,120.0,120.0,4.16,0.07
benchmark_0101.smt2,120.0,120.0,4.25,0.06
benchmark_0422.smt2,120.0,120.0,4.5,0.06
benchmark_0299.smt2,120.0,120.0,4.76,0.06
benchmark_0044.smt2,120.0,120.0,3.81,0.07
benchmark_0482.smt2,120.0,120.0,3.9,0.06
benchmark_0306.smt2,120.0,120.0,3.92,0.06
benchmark_0050.smt2,120.0,120.0,3.75,0.07
benchmark_0091.smt2,120.0,120.0,3.69,0.07
benchmark_0257.smt2,120.0,120.0,3.79,0.06
benchmark_0042.smt2,120.0,120.0,3.89,0.07
benchmark_0089.smt2,120.0,120.0,3.64,0.07
benchmark_0066.smt2,120.0,120.0,3.78,0.07
benchmark_0230.smt2,120.0,120.0,3.76,0.07
benchmark_0103.smt2,120.0,120.0,3.77,0.07
benchmark_0176.smt2,120.0,120.0,3.72,0.07
benchmark_0401.smt2,120.0,120.0,3.83,0.07
benchmark_0172.smt2,120.0,120.0,3.73,0.06
benchmark_0341.smt2,120.0,120.0,3.89,0.07
benchmark_0392.smt2,120.0,120.0,3.76,0.06
benchmark_0030.smt2,120.0,120.0,3.69,0.07
benchmark_0359.smt2,120.0,120.0,3.78,0.07
benchmark_0175.smt2,120.0,120.0,3.81,0.07
benchmark_0415.smt2,120.0,120.0,3.63,0.07
benchmark_0491.smt2,120.0,120.0,3.73,0.06
benchmark_0227.smt2,120.0,120.0,3.66,0.07
benchmark_0282.smt2,120.0,120.0,3.86,0.07
benchmark_0319.smt2,120.0,120.0,3.66,0.07
benchmark_0164.smt2,120.0,120.0,3.79,0.07
benchmark_0445.smt2,120.0,120.0,3.99,0.06
benchmark_0167.smt2,120.0,120.0,3.66,0.07
benchmark_0343.smt2,120.0,120.0,3.59,0.07
benchmark_0457.smt2,120.0,120.0,3.72,0.07
benchmark_0179.smt2,120.0,120.0,3.8,0.06
benchmark_0467.smt2,120.0,120.0,3.74,0.07
benchmark_0454.smt2,120.0,120.0,3.76,0.06
benchmark_0161.smt2,120.0,120.0,3.66,0.06
benchmark_0106.smt2,120.0,120.0,3.7,0.06
benchmark_0021.smt2,120.0,120.0,3.77,0.06
benchmark_0156.smt2,120.0,120.0,3.85,0.07
benchmark_0399.smt2,120.0,120.0,3.67,0.06
benchmark_0307.smt2,120.0,120.0,3.67,0.07
benchmark_0317.smt2,120.0,120.0,3.8,0.06
benchmark_0155.smt2,120.0,120.0,3.58,0.06
